relay,slot,block_hash,builder_pubkey,value,gas_used,gas_limit,block_number
manifold,4898847,0x550f00a3e2c07097ab0757b97a143b15cb5863081c0fcc73418eeaafeb290bf7,0xa25f5d5bd4f1956971bbd6e5a19e59c9b1422ca253587bbbb644645bd2067cc08fb854a231061f8c91f110254664e943,89677195624744883,14024953,30000000,15734721
manifold,4898789,0xd5c348087d81e1e1ce75daaf4247d4d8e56609b5b3131a16ddb27314550d2512,0xa25f5d5bd4f1956971bbd6e5a19e59c9b1422ca253587bbbb644645bd2067cc08fb854a231061f8c91f110254664e943,73464421842543446,28581494,30000000,15734663
manifold,4898670,0x0333f0991779bfc7f6dd4c8d2bec7e21e5ba9094b76879246b371da38d56bbb5,0xa25f5d5bd4f1956971bbd6e5a19e59c9b1422ca253587bbbb644645bd2067cc08fb854a231061f8c91f110254664e943,44320503078510815,11895148,30000000,15734544
manifold,4898577,0x55436c592683f851c58c16537873a80c1c8b36419f8e6e44b3bdfc96f5cc0181,0xa25f5d5bd4f1956971bbd6e5a19e59c9b1422ca253587bbbb644645bd2067cc08fb854a231061f8c91f110254664e943,89265098437948212,28196551,30000000,15734452
manifold,4898516,0x9fa1c37895776c8fa6c7eb80509c2f4999305472f70c3dc643cae8648b05e263,0x8eb772d96a747ba63af7acdf92dc775a859f76a77e4c6ed124dca6360e74e4e798a75a925eb8fd0dde866317fff18ad0,43859023440541172,22425701,30000000,15734391
manifold,4898500,0xc650ffc0fc954e369fc1e142ff06cb0e4ded26a63d1bbda4519a3dd1783638e0,0xa25f5d5bd4f1956971bbd6e5a19e59c9b1422ca253587bbbb644645bd2067cc08fb854a231061f8c91f110254664e943,23438987192278466,11280193,30000000,15734375
manifold,4898437,0x5118b474ac7f858ba754b4f9821698392abc392d444e537b95dc17f3afbdcd21,0xa25f5d5bd4f1956971bbd6e5a19e59c9b1422ca253587bbbb644645bd2067cc08fb854a231061f8c91f110254664e943,48338742927233684,13556006,30000000,15734312
manifold,4898434,0x0584a64957276b867d2f6e5e921eead9875ef8740d5d7c27d27715df2e0c4e1c,0x8eb772d96a747ba63af7acdf92dc775a859f76a77e4c6ed124dca6360e74e4e798a75a925eb8fd0dde866317fff18ad0,49120867135446353,15773990,30000000,15734309
manifold,4898427,0x7e9e3bf17e9f1caffc9769d4df65191a9ebcb5237c7f91c6e282b892a24f9fd5,0xa25f5d5bd4f1956971bbd6e5a19e59c9b1422ca253587bbbb644645bd2067cc08fb854a231061f8c91f110254664e943,59272239010247417,29987513,30000000,15734302
manifold,4898419,0x5c137fedf9178e9c7e7d73c5e8416587f1e9e928fb95c32b0a9ceea48f674a1d,0xa25f5d5bd4f1956971bbd6e5a19e59c9b1422ca253587bbbb644645bd2067cc08fb854a231061f8c91f110254664e943,250857906398102971,17854145,30000000,15734294
manifold,4898371,0xedc444fa5825927f9be56e8775d714e1e91d52908338e48c4190d85d2f28c5ed,0xa25f5d5bd4f1956971bbd6e5a19e59c9b1422ca253587bbbb644645bd2067cc08fb854a231061f8c91f110254664e943,175971109092291591,28058195,30000000,15734246
manifold,4898261,0x4d2ee26f3712f86cad6f647cc875cfdc7c51ff1239e88c50d1a93a82281a2b49,0xa25f5d5bd4f1956971bbd6e5a19e59c9b1422ca253587bbbb644645bd2067cc08fb854a231061f8c91f110254664e943,52443930536349493,16810241,30000000,15734136
manifold,4898123,0x35b6adb2f564741e34f8a3de94135eb81091a4bbe844aa36ff9d59d4b36383eb,0xa25f5d5bd4f1956971bbd6e5a19e59c9b1422ca253587bbbb644645bd2067cc08fb854a231061f8c91f110254664e943,67614988367980574,12394800,30000000,15734000
manifold,4898118,0x15bd041a7874afb0f2dd3f82e082a3b6008baa0a6444497826f52c4507b6f508,0xa25f5d5bd4f1956971bbd6e5a19e59c9b1422ca253587bbbb644645bd2067cc08fb854a231061f8c91f110254664e943,123517444633387255,28035793,30000000,15733995
manifold,4898081,0xe0ec0b785adaabbdc75b16ff77cdf2cf3d95b6b7bcb7a43396a9169130084079,0x8eb772d96a747ba63af7acdf92dc775a859f76a77e4c6ed124dca6360e74e4e798a75a925eb8fd0dde866317fff18ad0,61814849067167281,19107551,30000000,15733958
manifold,4898065,0x4b5d61af9c038c1f86c16df6c07bb342fcca72e38f3839439e5ee009c3c0019f,0xa25f5d5bd4f1956971bbd6e5a19e59c9b1422ca253587bbbb644645bd2067cc08fb854a231061f8c91f110254664e943,45454877842881885,11495376,30000000,15733942
manifold,4898060,0x9786be6ce061eaba352cc33483fb9f2782f3e13c142aa249e361874e96c95818,0x8eb772d96a747ba63af7acdf92dc775a859f76a77e4c6ed124dca6360e74e4e798a75a925eb8fd0dde866317fff18ad0,24399176905880900,8899424,30000000,15733937
manifold,4898032,0x2e4de2448189274d217318ac1a9eafce4c458a9af6db518af307dca8118cb0d1,0xa25f5d5bd4f1956971bbd6e5a19e59c9b1422ca253587bbbb644645bd2067cc08fb854a231061f8c91f110254664e943,84824154409259991,29995273,30000000,15733909
manifold,4897903,0xa619a034b9eaa62b375706d6580a37a4195b7fa635e30c5d794627a1ecc9eaa5,0xa25f5d5bd4f1956971bbd6e5a19e59c9b1422ca253587bbbb644645bd2067cc08fb854a231061f8c91f110254664e943,39036039278000467,13112337,30000000,15733781
