relay,slot,block_hash,builder_pubkey,value,gas_used,gas_limit,block_number
eden,8211788,0x9146d62ea851fb6db8049d35d164688466b14c79f725a24228474b5b301f20c8,0xa412007971217a42ca2ced9a90e7ca0ddfc922a1482ee6adf812c4a307e5fb7d6e668a7c86e53663ddd53c689aa3d350,30434172749751581,17267766,30000000,19015912
eden,8211291,0x34c466a33d93473b025ab9ef8922d772e81271e223eb08a5b6ddd16cfaadb26a,0x8c0d45833884744d8cc4bb3438c3e93bcbc1436a25da5da44cc357e93bc0a7eea1d4664c287c4c63958eedada3846ae8,18679183082803499,12134361,30000000,19015417
eden,8208795,0x0bae10c58ed0454e7dd5e4258a33369ea96131f539dc33b01dcd0f030a5cd115,0xa5eec32c40cc3737d643c24982c7f097354150aac1612d4089e2e8af44dbeefaec08a11c76bd57e7d58697ad8b2bbef5,21886143174114555,9466514,30000000,19012931
eden,8208664,0x40e87c7b4a9ef1e9e0fe67f7f74b0997b23189880b69caaa1b87aa2e84c3ad4f,0x8e39849ceabc8710de49b2ca7053813de18b1c12d9ee22149dac4b90b634dd7e6d1e7d3c2b4df806ce32c6228eb70a8b,37577422658083802,23143688,30000000,19012801
eden,8208614,0x279b351bcbdc3108b0c6c094d0de096a29d1b1c07f9397a636c40269737fe617,0xa412007971217a42ca2ced9a90e7ca0ddfc922a1482ee6adf812c4a307e5fb7d6e668a7c86e53663ddd53c689aa3d350,518411778396561553,13037031,30000000,19012751
eden,8208504,0x1b58529a2d15a053e27de2ef28a69baadb5efdabecd636131a0eae2e6a4223f8,0x91970c2db7c12510acb2e9c45844f7de602f83a7f31064f7ca04a807b607d7aebfc0abda73c036a92e5c3e56ebca04b7,59989200832249612,15538213,30000000,19012641
eden,8208376,0xc55e362618788020f1d02506c97bebe0d4e0dbd0f61220ad12c7d2513dcb1683,0x91970c2db7c12510acb2e9c45844f7de602f83a7f31064f7ca04a807b607d7aebfc0abda73c036a92e5c3e56ebca04b7,23603105043579817,14700843,30000000,19012516
eden,8208252,0x4c0318a9ee50cc54872c2e76b682d13fca06a0cdfd77281ac419bc7c593877e0,0x91970c2db7c12510acb2e9c45844f7de602f83a7f31064f7ca04a807b607d7aebfc0abda73c036a92e5c3e56ebca04b7,12688359583023756,21480344,30000000,19012392
eden,8207161,0x5d07be43cbbb7e43fcb864a2f1dc79e73fca5c199bcb6e9281b7ebd158b07b26,0x91970c2db7c12510acb2e9c45844f7de602f83a7f31064f7ca04a807b607d7aebfc0abda73c036a92e5c3e56ebca04b7,21296344500758701,9596076,30000000,19011315
eden,8207002,0x24fe637f31d7576a078a749bc276ccb7f1348899299b8441d776a0ea5c550dc3,0x91970c2db7c12510acb2e9c45844f7de602f83a7f31064f7ca04a807b607d7aebfc0abda73c036a92e5c3e56ebca04b7,53647982504302141,11468853,30000000,19011156
eden,8206399,0xb0bf023a12f05174da09f8a47b1fe3a094385efdc828c416ec399a192a89e8ac,0xa412007971217a42ca2ced9a90e7ca0ddfc922a1482ee6adf812c4a307e5fb7d6e668a7c86e53663ddd53c689aa3d350,61074894793800038,19469350,30000000,19010555
eden,8206290,0xeeede6d59200e9638af29e475201ba128ced50177df08b620da9e451cd376dcf,0x91970c2db7c12510acb2e9c45844f7de602f83a7f31064f7ca04a807b607d7aebfc0abda73c036a92e5c3e56ebca04b7,48136669562741172,15092113,30000000,19010446
eden,8205764,0xc7e6e7ed6d472893dfc327b0bf7c2f2c6e237923c1df6676a83dd781eaa8b20c,0xa412007971217a42ca2ced9a90e7ca0ddfc922a1482ee6adf812c4a307e5fb7d6e668a7c86e53663ddd53c689aa3d350,13494167813668663,19507671,30000000,19009921
eden,8205406,0xbcf324ed2dd453238eeeeccefc57bff829bfe3dda81e096fd79c82e413a26e7f,0xa412007971217a42ca2ced9a90e7ca0ddfc922a1482ee6adf812c4a307e5fb7d6e668a7c86e53663ddd53c689aa3d350,26218568148078804,8949500,30000000,19009566
eden,8204672,0xb7944ba46cac98c781c5581c296f915e1f3049acf89b03aa607547d3d805d9de,0xa5eec32c40cc3737d643c24982c7f097354150aac1612d4089e2e8af44dbeefaec08a11c76bd57e7d58697ad8b2bbef5,26668477096450959,9692222,30000000,19008837
